mRNA_name
ENST00000513376.5
ENST00000539444.5
ENST00000360995.8
ENST00000293525.5
ENST00000537911.5
ENST00000502401.1
ENST00000497241.5
ENST00000281834.3
ENST00000429344.6
ENST00000238607.10
ENST00000528384.5
ENST00000562932.5
ENST00000304330.8
ENST00000545387.6
ENST00000513826.1
ENST00000579569.5
ENST00000585558.5
ENST00000378746.8
ENST00000367498.7
ENST00000368396.8
ENST00000436821.1
ENST00000536250.1
ENST00000484127.5
ENST00000282260.10
ENST00000468022.5
ENST00000515452.1
ENST00000394420.8
ENST00000518708.1
ENST00000558017.5
ENST00000623183.1
ENST00000613302.4
ENST00000406855.7
ENST00000443648.5
ENST00000589200.2
ENST00000342945.9
ENST00000457715.1
ENST00000393276.7
ENST00000334325.1
ENST00000342022.8
ENST00000520751.1
ENST00000382826.2
ENST00000608394.5
ENST00000520672.2
ENST00000356970.6
ENST00000482628.5
ENST00000341749.7
ENST00000380900.2
ENST00000377991.8
ENST00000215739.12
ENST00000620601.1
ENST00000539421.1
ENST00000627394.2
ENST00000417935.1
ENST00000520135.5
ENST00000495564.5
ENST00000557207.1
ENST00000397311.4
ENST00000434140.5
ENST00000434041.6
ENST00000591773.5
ENST00000367030.7
ENST00000587682.5
ENST00000509100.5
ENST00000592954.1
ENST00000566877.5
ENST00000552185.5
ENST00000361758.8
ENST00000334218.9
ENST00000591281.5
ENST00000550496.1
ENST00000575690.5
ENST00000273347.9
ENST00000509081.5
ENST00000587105.1
ENST00000347077.8
ENST00000265707.9
ENST00000515787.5
ENST00000524931.1
ENST00000594258.1
ENST00000293195.9
ENST00000536394.1
ENST00000357303.3
ENST00000559991.1
ENST00000424576.6
ENST00000537824.2
ENST00000497477.6
ENST00000432589.5
ENST00000496334.6
ENST00000301717.8
ENST00000422247.6
ENST00000495665.2
ENST00000545777.1
ENST00000327668.11
ENST00000557332.5
ENST00000371750.9
ENST00000522508.1
ENST00000497959.5
ENST00000517476.5
ENST00000520978.5
ENST00000533919.5
ENST00000367144.4
ENST00000538972.1
ENST00000450041.5
ENST00000342648.9
ENST00000547166.1
ENST00000422887.1
ENST00000382393.2
ENST00000397977.7
ENST00000538966.5
ENST00000397814.7
ENST00000412568.6
ENST00000520000.5
ENST00000405018.5
ENST00000535286.5
ENST00000534549.5
ENST00000559644.5
ENST00000575223.5
ENST00000382451.6
ENST00000545037.1
ENST00000397459.6
ENST00000491526.6
ENST00000427786.1
ENST00000513525.1
ENST00000372047.7
ENST00000404694.3
ENST00000601498.5
ENST00000373664.7
ENST00000358438.6
ENST00000441986.5
ENST00000573349.5
ENST00000547555.5
ENST00000583593.2
ENST00000626966.2
ENST00000575316.1
ENST00000540033.2
ENST00000265085.9
ENST00000616623.4
ENST00000378470.5
ENST00000627532.2
ENST00000479451.5
ENST00000596039.1
ENST00000398892.7
ENST00000591353.5
ENST00000448728.1
ENST00000623622.1
ENST00000395287.5
ENST00000433083.6
ENST00000263681.6
ENST00000601953.5
ENST00000419619.2
ENST00000533965.5
ENST00000539066.5
ENST00000557148.5
ENST00000617537.4
ENST00000393038.2
ENST00000295694.9
ENST00000357058.7
ENST00000504235.5
ENST00000524352.5
ENST00000522608.5
ENST00000395476.6
ENST00000448795.5
ENST00000318666.6
ENST00000322313.8
ENST00000545102.1
ENST00000610330.1
ENST00000423353.1
ENST00000336689.7
ENST00000369687.2
ENST00000564631.5
ENST00000446558.5
ENST00000533824.5
ENST00000498806.1
ENST00000547878.6
ENST00000405515.5
ENST00000515257.6
ENST00000361745.10
ENST00000598494.5
ENST00000462833.5
ENST00000357666.8
ENST00000457560.1
ENST00000335987.7
ENST00000618320.4
ENST00000419040.6
ENST00000461644.5
ENST00000357490.6
ENST00000435417.1
ENST00000547701.5
ENST00000518745.1
ENST00000581368.5
ENST00000498077.6
ENST00000338855.6
ENST00000554222.5
ENST00000367993.7
ENST00000404843.5
ENST00000585452.1
ENST00000480036.5
ENST00000488961.5
ENST00000539212.5
ENST00000581693.5
ENST00000551007.1
ENST00000589614.5
ENST00000429594.1
ENST00000550195.5
ENST00000303545.3
ENST00000389328.8
ENST00000534612.5
ENST00000622383.1
ENST00000571805.5
ENST00000566332.5
ENST00000270457.8
ENST00000548602.5
ENST00000517638.5
ENST00000404589.7
ENST00000536663.5
ENST00000353841.6
ENST00000583171.5
ENST00000216037.10
ENST00000506511.5
ENST00000579941.1
ENST00000571405.5
ENST00000610540.4
ENST00000339355.2
ENST00000555803.5
ENST00000431473.3
ENST00000541662.5
ENST00000398491.6
ENST00000506129.5
ENST00000397763.5
ENST00000571584.1
ENST00000603453.5
ENST00000592765.5
ENST00000545979.1
ENST00000335749.4
ENST00000360422.8
ENST00000530151.5
ENST00000465603.5
ENST00000415863.5
ENST00000448424.6
ENST00000574458.1
ENST00000528894.8
ENST00000608944.5
ENST00000427946.5
ENST00000416358.5
ENST00000554590.5
ENST00000581202.5
ENST00000333640.10
ENST00000521416.5
ENST00000611763.4
ENST00000524416.1
ENST00000456677.1
ENST00000332503.5
ENST00000376250.6
ENST00000514247.5
ENST00000541458.5
ENST00000505980.5
ENST00000539820.5
ENST00000624857.1
ENST00000571875.2
ENST00000591439.5
ENST00000528622.5
ENST00000316999.9
ENST00000504933.1
ENST00000436759.6
ENST00000453072.5
ENST00000589626.5
ENST00000391864.7
ENST00000322285.7
ENST00000504894.1
ENST00000610516.4
ENST00000571471.5
ENST00000426128.6
ENST00000510291.5
ENST00000502213.6
ENST00000412261.5
ENST00000484729.2
ENST00000380338.8
ENST00000469772.5
ENST00000562425.1
ENST00000417606.2
ENST00000552215.5
ENST00000448225.5
ENST00000535490.2
ENST00000368319.3
ENST00000410019.3
ENST00000412979.1
ENST00000353796.7
ENST00000616662.4
ENST00000395647.6
ENST00000478770.6
ENST00000594490.5
ENST00000493185.2
ENST00000240619.2
ENST00000496972.6
ENST00000343090.10
ENST00000560855.5
ENST00000545444.5
ENST00000457734.6
ENST00000450049.6
ENST00000456980.5
ENST00000395999.5
ENST00000620185.1
ENST00000611109.1
ENST00000206595.10
ENST00000510861.5
ENST00000233121.6
ENST00000403425.5
ENST00000438387.6
ENST00000603831.5
ENST00000444840.6
ENST00000511896.5
ENST00000317402.11
ENST00000422281.6
ENST00000372188.5
ENST00000369515.6
ENST00000558984.1
ENST00000568358.1
ENST00000601912.5
ENST00000458602.6
ENST00000449239.5
ENST00000442421.5
ENST00000376162.7
ENST00000360830.8
ENST00000474471.7
ENST00000547992.5
ENST00000469553.6
ENST00000629763.2
ENST00000619609.1
ENST00000426659.6
ENST00000370366.1
ENST00000612687.4
ENST00000355173.6
ENST00000530795.1
ENST00000403952.3
ENST00000508538.1
ENST00000534311.1
ENST00000576017.1
ENST00000544570.5
ENST00000533786.5
ENST00000600570.1
ENST00000514071.1
ENST00000463537.5
ENST00000379026.6
ENST00000374765.8
ENST00000537713.5
ENST00000523533.5
ENST00000495063.5
ENST00000540583.5
ENST00000373502.9
ENST00000330115.3
ENST00000353809.9
ENST00000398706.6
ENST00000448417.1
ENST00000562370.5
ENST00000621492.4
ENST00000348956.6
ENST00000575903.5
ENST00000591843.1
ENST00000378536.4
ENST00000625626.1
ENST00000409259.1
ENST00000603289.5
ENST00000552985.5
ENST00000264741.9
ENST00000433022.1
ENST00000580145.5
ENST00000600297.1
ENST00000444136.5
ENST00000591546.5
ENST00000622775.3
ENST00000279392.7
ENST00000357585.3
ENST00000435507.6
ENST00000371781.3
ENST00000556394.1
ENST00000438518.5
ENST00000541850.1
ENST00000444059.2
ENST00000394850.6
ENST00000554159.1
ENST00000479884.6
ENST00000300187.10
ENST00000424969.2
ENST00000594208.5
ENST00000442822.6
ENST00000458064.6
ENST00000375261.8
ENST00000414665.5
ENST00000453080.5
ENST00000371600.7
ENST00000355665.7
ENST00000376955.8
ENST00000557277.5
ENST00000396330.6
ENST00000374438.1
ENST00000419301.1
ENST00000536287.2
ENST00000435364.7
ENST00000421467.6
ENST00000375562.8
ENST00000393955.6
ENST00000457083.1
ENST00000476760.1
ENST00000550770.1
ENST00000372714.5
ENST00000593115.1
ENST00000580050.1
ENST00000423392.5
ENST00000356731.9
ENST00000441463.2
ENST00000510106.5
ENST00000518908.5
ENST00000337080.7
ENST00000375966.8
ENST00000467905.5
ENST00000400166.5
ENST00000280704.8
ENST00000292896.2
ENST00000511321.5
ENST00000377308.6
ENST00000533762.5
ENST00000433730.1
ENST00000310194.1
ENST00000396424.4
ENST00000281317.9
ENST00000446825.1
ENST00000549569.1
ENST00000473702.5
ENST00000539528.5
ENST00000579838.1
ENST00000376016.7
ENST00000437508.6
ENST00000511725.5
ENST00000417363.5
ENST00000397907.1
ENST00000569233.5
ENST00000411527.5
ENST00000221797.4
ENST00000505164.5
ENST00000485307.5
ENST00000376460.5
ENST00000455401.6
ENST00000433605.1
ENST00000606364.5
ENST00000589006.1
ENST00000393631.5
ENST00000342873.7
ENST00000525145.5
ENST00000296351.8
ENST00000375457.2
ENST00000584752.5
ENST00000579496.5
ENST00000530272.1
ENST00000448778.1
ENST00000381937.8
ENST00000558130.1
ENST00000549870.5
ENST00000449724.5
ENST00000375534.7
ENST00000550828.1
ENST00000456252.7
ENST00000264020.6
ENST00000514937.5
ENST00000602380.1
ENST00000344277.10
ENST00000630065.2
ENST00000337537.7
ENST00000370812.7
ENST00000539526.5
ENST00000306042.9
ENST00000333274.10
ENST00000543877.1
ENST00000371811.4
ENST00000458191.5
ENST00000216456.6
ENST00000550159.5
ENST00000302347.9
ENST00000580705.5
ENST00000612402.4
ENST00000528721.5
ENST00000598785.5
ENST00000546677.1
ENST00000558217.5
ENST00000555206.5
ENST00000359135.7
ENST00000367756.8
ENST00000567891.5
ENST00000476143.6
ENST00000396484.6
ENST00000573692.1
ENST00000338950.9
ENST00000304195.7
ENST00000621181.4
ENST00000399654.6
ENST00000336292.10
ENST00000335144.3
ENST00000375459.5
ENST00000394717.3
ENST00000543976.2
ENST00000352078.8
ENST00000304865.3
ENST00000429419.6
ENST00000382940.8
ENST00000519632.5
ENST00000627968.2
ENST00000381795.10
ENST00000425506.5
ENST00000589699.1
ENST00000276201.6
ENST00000482371.5
ENST00000265978.8
ENST00000296098.4
ENST00000492555.5
ENST00000631139.2
ENST00000262043.7
ENST00000585130.5
ENST00000504571.5
ENST00000331479.3
ENST00000355839.10
ENST00000440174.1
ENST00000341533.8
ENST00000301141.9
ENST00000523927.5
ENST00000532246.1
ENST00000346834.8
ENST00000448025.5
ENST00000321374.9
ENST00000299192.7
ENST00000319441.5
ENST00000412670.1
ENST00000366254.2
ENST00000527420.5
ENST00000446183.6
ENST00000527965.5
ENST00000263062.8
ENST00000333129.3
ENST00000512836.5
ENST00000221943.13
ENST00000398527.6
ENST00000622176.4
ENST00000617874.4
ENST00000515463.1
ENST00000553290.1
ENST00000394411.8
ENST00000371227.8
ENST00000574408.5
ENSTR0000432757.5
ENST00000376656.8
ENST00000511454.5
ENST00000556483.5
ENST00000589231.1
ENST00000458663.6
ENST00000560765.6
ENST00000578270.5
ENST00000513258.5
ENST00000307671.11
ENST00000616430.1
ENST00000521593.5
ENST00000325324.10
ENST00000408923.7
ENST00000529052.5
ENST00000375926.5
ENST00000410092.7
ENST00000444428.5
ENST00000607452.5
ENST00000454084.5
ENST00000547008.5
ENST00000478973.6
ENST00000397488.6
ENST00000490730.1
ENST00000336257.7
ENST00000469317.1
ENST00000412698.2
ENST00000360951.8
ENST00000509246.5
ENST00000629643.2
ENST00000453428.1
ENST00000559726.5
ENST00000619943.1
ENST00000371352.5
ENST00000483910.5
ENST00000354189.9
ENST00000470080.5
ENST00000280749.5
ENST00000548045.5
ENST00000355946.6
ENST00000382258.8
ENST00000536860.5
ENST00000334444.10
ENST00000404103.7
ENST00000357332.7
ENST00000534970.5
ENST00000526028.1
ENST00000409115.7
ENST00000324439.9
ENST00000534121.5
ENST00000626808.2
ENST00000563746.5
ENST00000297151.8
ENST00000395587.5
ENST00000551300.5
ENST00000524863.5
ENST00000370674.3
ENST00000357249.6
ENST00000373165.7
ENST00000451761.1
ENST00000524922.1
ENST00000509248.1
ENST00000504292.1
ENST00000382384.6
ENSTR0000262640.10
ENST00000432151.5
ENST00000558184.1
ENST00000449330.1
ENST00000356489.9
ENST00000450807.5
ENST00000397468.5
ENST00000259206.9
ENST00000543576.5
ENST00000561438.5
ENST00000318672.7
ENST00000352312.5
ENST00000403099.5
ENST00000442107.1
ENST00000262630.7
ENST00000543455.1
ENST00000564652.5
ENST00000543220.5
ENST00000368811.7
ENST00000535095.5
ENST00000632951.1
ENST00000563047.1
ENST00000569727.1
ENST00000248706.4
ENST00000542163.1
ENST00000609712.1
ENST00000460401.1
ENST00000432425.5
ENST00000425691.5
ENST00000369664.1
ENST00000621626.1
ENST00000564108.5
ENST00000458275.6
ENST00000392455.7
ENST00000613477.1
ENST00000427843.5
ENST00000498133.5
ENST00000366767.7
ENST00000582485.5
ENST00000331828.4
ENST00000506729.5
ENST00000264255.7
ENST00000519788.6
ENST00000366197.9
ENST00000327674.8
ENST00000340666.4
ENST00000344008.5
ENST00000627460.1
ENST00000419513.6
ENST00000424212.1
ENST00000618633.1
ENST00000501493.6
ENST00000547394.6
ENST00000582376.1
ENST00000440552.5
ENST00000503335.6
ENST00000623963.1
ENST00000241808.8
ENST00000432510.1
ENST00000334398.7
ENST00000373627.9
ENST00000332129.6
ENST00000383791.7
ENST00000479406.5
ENST00000433845.1
ENST00000491309.5
ENST00000408912.7
ENST00000586782.5
ENST00000379458.8
ENST00000569729.5
ENST00000430355.5
ENST00000368349.8
ENST00000370476.9
ENST00000182290.8
ENST00000439708.1
ENST00000537320.5
ENST00000301653.8
ENST00000533127.5
ENST00000600114.5
ENST00000351937.9
ENST00000550824.5
ENST00000529634.2
ENST00000419071.6
ENST00000593268.5
ENST00000456857.5
ENST00000610323.2
ENST00000630471.2
ENST00000582277.5
ENST00000341712.8
ENST00000601364.5
ENST00000555484.1
ENST00000568436.1
ENST00000524819.5
ENST00000528237.5
ENST00000469959.1
ENST00000591899.7
ENST00000549190.5
ENST00000453905.5
ENST00000599732.5
ENST00000620424.1
ENST00000559260.5
ENST00000320985.14
ENST00000592412.5
ENST00000445781.5
ENST00000568956.1
ENST00000560599.5
ENST00000457545.6
ENST00000447756.2
ENST00000582323.1
ENST00000528596.5
ENST00000414615.6
ENST00000491993.2
ENST00000303731.8
ENST00000344297.7
ENST00000312108.11
ENST00000359039.4
ENST00000292140.9
ENST00000489254.5
ENST00000372322.3
ENST00000426689.6
ENST00000601879.5
ENST00000346199.2
ENST00000313525.3
ENST00000263847.5
ENST00000592529.5
ENST00000223361.7
ENST00000439569.2
ENST00000564207.5
ENST00000452781.1
ENST00000309868.11
ENST00000420089.5
ENST00000477930.2
ENST00000458404.1
ENST00000441687.5
ENST00000308059.10
ENST00000256649.8
ENST00000559703.1
ENST00000389060.8
ENST00000622390.4
ENST00000454342.2
ENST00000379376.2
ENST00000398399.6
ENST00000438543.5
ENST00000335459.9
ENST00000553942.5
ENST00000630907.2
ENST00000541693.5
ENST00000481767.5
ENST00000254719.9
ENST00000627177.1
ENST00000590575.5
ENST00000375654.4
ENST00000619888.4
ENST00000304790.3
ENST00000389335.7
ENST00000553025.5
ENST00000530878.5
ENST00000531030.5
ENST00000341989.8
ENST00000586065.1
ENST00000581375.5
ENST00000449692.3
ENST00000317502.10
ENST00000530398.1
ENST00000466521.5
ENST00000600991.5
ENST00000478717.5
ENST00000446815.5
ENST00000354560.10
ENST00000422165.5
ENST00000266551.8
ENST00000428109.5
ENST00000615746.4
ENST00000611373.1
ENST00000510790.5
ENST00000494385.1
ENST00000442746.1
ENST00000288828.8
ENST00000374111.7
ENST00000613665.4
ENST00000376040.2
ENST00000574200.1
ENST00000570848.5
ENST00000561313.5
ENST00000467789.5
ENST00000512587.1
ENST00000592674.1
ENST00000370244.5
ENST00000266546.10
ENST00000379104.6
ENST00000441615.2
ENST00000503306.5
ENST00000585957.2
ENST00000475682.1
ENST00000470467.5
ENST00000350657.9
ENST00000413442.5
ENST00000417399.5
ENST00000361742.7
ENST00000393081.5
ENST00000575663.5
ENST00000367889.7
ENST00000540445.5
ENST00000359206.7
ENST00000308683.2
ENST00000318100.8
ENST00000393648.6
ENST00000315764.8
ENST00000422861.1
ENST00000599426.1
ENST00000424361.5
ENST00000269346.8
ENST00000533154.1
ENST00000537169.1
ENST00000522093.5
ENST00000569939.5
ENST00000512457.5
ENST00000321935.10
ENST00000432085.5
ENST00000425239.5
ENST00000409355.2
ENST00000344099.3
ENST00000478763.2
ENST00000492129.5
ENST00000356180.4
ENST00000379442.7
ENST00000390265.2
ENST00000326742.12
ENST00000542587.5
ENST00000572882.2
ENST00000540663.5
ENST00000614944.4
ENST00000420368.6
ENST00000429529.1
ENST00000432306.5
ENST00000434435.1
ENST00000374847.5
ENST00000460109.5
ENST00000530579.6
ENST00000376936.8
ENST00000606117.1
ENST00000601836.1
ENST00000356413.4
ENST00000543678.1
ENST00000479599.6
ENST00000462307.5
ENST00000595533.1
ENST00000379829.2
ENST00000460088.5
ENST00000219054.10
ENST00000525998.5
ENST00000565164.1
ENST00000441563.5
ENST00000370022.9
ENST00000545888.6
ENST00000338895.7
ENST00000621070.4
ENST00000538097.5
ENST00000580384.1
ENST00000512137.5
ENST00000505747.5
ENST00000455827.1
ENST00000368758.3
ENST00000615060.4
ENST00000508716.1
ENST00000257659.12
ENST00000438959.5
ENST00000352594.10
ENST00000529792.5
ENST00000534360.1
ENST00000490898.5
ENST00000544567.5
ENST00000494651.6
ENST00000564844.1
ENST00000369883.3
ENST00000564231.5
ENST00000321276.7
ENST00000340941.10
ENST00000503888.5
ENST00000545580.1
ENST00000417852.5
ENST00000454147.1
ENST00000526659.1
ENST00000314752.11
ENST00000421967.5
ENST00000555970.5
ENST00000411767.6
ENST00000598709.1
ENST00000409021.7
ENST00000507439.5
ENST00000367311.4
ENST00000409104.7
ENST00000525996.7
ENST00000507357.1
ENST00000356128.4
ENST00000438470.5
ENST00000485423.1
ENST00000318129.5
ENST00000540536.5
ENST00000512631.1
ENST00000572898.1
ENST00000219837.11
ENST00000254250.7
ENST00000450879.2
ENST00000538765.2
ENST00000479733.5
ENST00000569129.5
ENST00000231357.6
ENST00000381550.7
ENST00000511473.5
ENST00000544041.5
ENST00000564459.5
ENST00000458073.5
ENST00000594279.5
ENST00000439141.5
ENST00000581269.5
ENST00000593205.5
ENST00000417547.1
ENST00000613886.4
ENST00000467648.6
ENST00000507656.5
ENST00000372526.2
ENST00000380927.6
ENST00000614500.3
ENST00000441382.1
ENST00000445815.1
ENST00000276689.7
ENST00000419312.5
ENST00000611078.4
ENST00000437125.5
ENST00000252527.8
ENST00000256261.8
ENST00000395681.5
ENST00000220058.8
ENST00000520282.5
ENST00000232892.11
ENST00000538471.1
ENST00000418511.6
ENST00000549424.1
ENST00000380420.9
ENST00000356740.5
ENST00000465342.3
ENST00000623437.1
ENST00000527099.1
ENST00000381036.7
ENST00000621162.1
ENST00000342348.9
ENST00000369483.5
ENST00000334743.9
ENST00000604971.5
ENST00000462648.5
ENST00000586572.1
ENST00000297161.6
ENST00000555993.6
ENST00000532343.5
ENST00000393600.7
ENST00000447186.1
ENST00000417472.5
ENST00000518360.5
ENST00000538324.2
ENST00000409448.1
ENST00000592473.5
ENST00000376001.7
ENST00000343111.10
ENST00000345425.6
ENST00000438058.5
ENST00000468174.1
ENST00000378322.7
ENST00000299612.11
ENST00000504639.5
ENST00000615321.1
ENST00000529586.5
ENST00000501516.7
ENST00000453848.6
ENST00000395884.3
ENST00000427088.1
ENST00000518915.5
ENST00000418299.5
ENST00000545718.2
ENST00000262327.9
ENST00000559663.1
ENST00000359595.7
ENST00000370801.7
ENST00000302819.9
ENST00000602948.5
ENST00000496928.6
ENST00000338983.7
ENST00000527119.5
ENST00000524400.5
ENST00000447838.6
ENST00000492164.5
ENST00000300107.7
ENST00000439214.1
ENST00000557139.1
ENST00000457855.1
ENST00000179259.5
ENST00000329293.3
ENST00000372554.8
ENST00000509236.5
ENST00000533095.2
ENST00000262999.3
ENST00000525158.1
ENST00000396954.7
ENST00000483273.2
ENST00000527223.6
ENST00000626876.1
ENST00000307844.3
ENST00000445719.2
ENST00000412830.7
ENST00000349721.6
ENST00000411850.5
ENST00000411973.3
ENST00000537097.1
ENST00000570371.5
ENST00000392476.6
ENST00000604404.5
ENST00000515740.5
ENST00000592619.5
ENST00000261383.3
ENST00000376267.1
ENST00000413387.5
ENST00000273854.7
ENST00000547986.5
ENST00000230671.6
ENST00000313213.4
ENST00000555547.5
ENST00000447836.6
ENST00000517585.1
ENST00000533803.1
ENST00000510557.5
ENST00000347839.10
ENST00000598959.5
ENST00000233025.11
ENST00000475075.6
ENST00000382289.6
ENST00000311371.9
ENST00000445044.5
ENST00000533982.1
ENST00000600561.1
ENST00000577457.1
ENST00000439785.5
ENST00000573616.5
ENST00000619321.1
ENST00000354831.11
ENST00000247182.6
ENST00000457968.5
ENST00000300557.2
ENST00000453630.5
ENST00000267425.7
ENST00000442117.5
ENST00000431612.5
ENST00000449577.5
ENST00000210444.5
ENST00000221283.9
ENST00000615547.4
ENST00000485923.1
ENST00000318222.3
ENST00000006658.10
ENST00000549847.5
ENST00000395564.8
ENST00000392092.6
ENST00000351898.10
ENST00000382080.5
ENST00000535754.5
ENST00000509299.5
ENST00000328205.9
ENST00000578072.1
ENST00000627651.2
ENST00000536598.1
ENST00000377154.1
ENST00000406622.5
ENST00000435180.5
ENST00000400822.7
ENST00000398530.1
ENST00000377065.8
ENST00000503697.5
ENST00000267339.6
ENST00000445139.1
ENST00000395930.5
ENST00000548661.5
ENST00000537393.5
ENST00000555039.1
ENST00000455127.6
ENST00000372101.3
ENST00000559436.2
ENST00000449476.6
ENST00000373997.7
ENST00000399147.8
ENST00000506598.1
ENST00000374786.5
ENST00000509490.5
ENST00000491471.5
ENST00000531461.5
ENST00000557046.1
ENST00000301738.8
ENST00000451899.6
ENST00000612651.4
ENST00000377190.7
ENST00000314891.10
ENST00000341039.6
ENST00000489273.1
ENST00000293973.1
ENST00000339069.9
ENST00000380430.5
ENST00000380962.9
ENST00000609454.5
ENST00000620815.4
ENST00000545234.5
ENST00000542786.1
ENST00000458692.1
ENST00000551513.5
ENST00000455314.5
ENST00000409399.5
ENST00000397641.7
ENST00000502703.5
ENST00000416698.1
ENST00000511066.5
ENST00000621704.4
ENST00000423703.6
ENST00000441892.6
ENST00000543038.1
ENST00000395844.8
ENST00000393881.7
ENST00000583063.1
ENST00000565332.1
ENST00000380494.9
ENST00000520015.5
ENST00000450743.5
ENST00000441173.1
ENST00000568408.5
ENST00000460448.5
ENST00000338146.6
ENST00000358642.2
ENST00000458563.5
ENST00000596225.5
ENST00000370401.6
ENST00000265838.8
ENST00000397495.8
ENST00000429217.5
ENST00000547437.5
ENST00000599362.5
ENST00000360228.9
ENST00000313486.11
ENST00000389124.6
ENST00000268957.3
ENST00000568753.1
ENST00000424550.6
ENST00000583874.5
ENST00000449323.5
ENST00000582034.5
ENST00000382152.6
ENST00000335186.2
ENST00000546914.5
ENST00000518297.5
ENST00000511347.5
ENST00000299543.8
ENST00000626122.2
ENST00000334421.5
ENST00000564288.5
ENST00000456769.5
ENST00000449218.5
ENST00000262623.3
ENST00000443353.5
ENST00000556823.1
ENST00000195649.10
ENST00000503271.5
ENST00000420619.5
ENST00000265140.9
ENST00000502393.5
ENST00000304720.2
ENST00000264728.8
ENST00000354050.8
ENST00000262013.11
ENST00000447768.6
ENST00000314401.3
ENST00000611136.4
ENST00000440051.1
ENST00000415816.6
ENST00000310421.4
ENST00000507164.5
ENST00000332695.11
ENST00000583771.1
ENST00000526726.1
ENST00000533778.6
ENST00000227524.8
ENST00000424594.1
ENST00000531885.5
ENST00000355681.3
ENST00000380317.8
ENST00000553870.1
ENST00000599470.5
ENST00000528829.5
ENST00000314754.12
ENST00000368057.7
ENST00000610800.1
ENST00000526035.5
ENST00000559386.1
ENST00000531340.5
ENST00000521508.1
ENST00000275815.3
ENST00000581625.2
ENST00000471623.1
ENST00000445961.5
ENST00000361573.2
ENST00000414719.6
ENST00000325139.9
ENST00000546537.6
ENST00000502458.5
ENST00000541984.5
ENST00000460012.5
ENST00000447731.6
ENST00000541641.5
ENST00000522453.1
ENST00000624208.1
ENST00000484535.5
ENST00000452157.5
ENST00000451014.7
ENST00000585740.5
ENST00000440685.6
ENST00000503753.5
ENST00000518874.5
ENST00000624207.1
ENST00000558786.5
ENST00000515190.1
ENST00000356798.10
ENST00000503706.5
ENST00000579663.1
ENST00000439286.5
ENST00000463381.5
ENST00000297015.7
ENST00000403007.4
ENST00000405384.6
ENST00000409685.3
ENST00000520689.1
ENST00000488757.5
ENST00000394302.5
ENST00000577250.1
ENST00000389462.8
ENST00000352151.9
ENST00000546262.5
ENST00000520708.5
ENST00000390565.1
ENST00000394283.5
ENST00000269499.9
ENST00000358523.9
ENST00000380262.7
ENST00000347215.8
ENST00000439264.1
ENST00000269243.8
ENST00000437078.6
ENST00000589063.5
ENST00000420461.6
ENST00000409506.1
ENST00000554659.5
ENST00000493112.5
ENST00000256544.7
ENST00000359008.8
ENST00000507481.2
ENST00000377497.7
